timestamp,current_speed_ms
2018-04-07T01:17:30Z,1.853
2018-04-07T01:32:30Z,1.627
2018-04-07T01:47:30Z,1.46
2018-04-07T02:02:30Z,1.383
2018-04-07T02:17:30Z,1.093
2018-04-07T02:32:30Z,0.792
2018-04-07T02:47:30Z,0.496
2018-04-07T03:02:30Z,0.125
2018-04-07T03:17:30Z,0.507
2018-04-07T03:32:30Z,0.974
2018-04-07T03:47:30Z,1.287
2018-04-07T04:02:30Z,1.596
2018-04-07T04:17:30Z,1.963
2018-04-07T04:32:30Z,2.207
2018-04-07T04:47:30Z,2.682
2018-04-07T05:02:30Z,2.963
2018-04-07T05:17:30Z,3.269
2018-04-07T05:32:30Z,3.307
2018-04-07T05:47:30Z,3.304
2018-04-07T06:02:30Z,3.438
2018-04-07T06:17:30Z,3.403
2018-04-07T06:32:30Z,3.094
2018-04-07T06:47:30Z,3.228
2018-04-07T07:02:30Z,3.193
2018-04-07T07:17:30Z,3.075
2018-04-07T07:32:30Z,2.806
2018-04-07T07:47:30Z,2.749
2018-04-07T08:02:30Z,2.528
2018-04-07T08:17:30Z,2.126
2018-04-07T08:32:30Z,1.903
2018-04-07T08:47:30Z,1.53
2018-04-07T09:02:30Z,1.1
2018-04-07T09:17:30Z,0.671
2018-04-07T09:32:30Z,0.282
2018-04-07T09:47:30Z,0.509
2018-04-07T10:02:30Z,1.416
2018-04-07T10:17:30Z,2.225
2018-04-07T10:32:30Z,2.323
2018-04-07T10:47:30Z,2.188
2018-04-07T11:02:30Z,2.428
2018-04-07T11:17:30Z,2.533
2018-04-07T11:32:30Z,2.623
2018-04-07T11:47:30Z,2.729
2018-04-07T12:02:30Z,2.689
2018-04-07T12:17:30Z,2.606
2018-04-07T12:32:30Z,2.514
2018-04-07T12:47:30Z,2.439
2018-04-07T13:02:30Z,2.355
2018-04-07T13:17:30Z,2.07
2018-04-07T13:32:30Z,1.943
2018-04-07T13:47:30Z,1.908
2018-04-07T14:02:30Z,1.681
2018-04-07T14:17:30Z,1.408
2018-04-07T14:32:30Z,1.164
2018-04-07T14:47:30Z,0.826
2018-04-07T15:02:30Z,0.479
2018-04-07T15:17:30Z,0.162
2018-04-07T15:32:30Z,0.301
2018-04-07T15:47:30Z,0.672
2018-04-07T16:02:30Z,1.147
2018-04-07T16:17:30Z,1.416
2018-04-07T16:32:30Z,1.719
2018-04-07T16:47:30Z,1.982
2018-04-07T17:02:30Z,2.286
2018-04-07T17:17:30Z,2.659
2018-04-07T17:32:30Z,2.752
2018-04-07T17:47:30Z,3.127
2018-04-07T18:02:30Z,3.34
2018-04-07T18:17:30Z,3.387
2018-04-07T18:32:30Z,3.172
2018-04-07T18:47:30Z,3.307
2018-04-07T19:02:30Z,3.322
2018-04-07T19:17:30Z,3.233
